"","상권_코드","화장품","문구점","약국","패션잡화","의류점","과일채소","정육점","휴대폰","컴퓨터판매수리","편의점","슈퍼마켓","자동차미용","자동차수리","세탁소","여관업","피부관리실","네일숍","미용실","헬스클럽","골프연습장","당구장","노래방","인테리어","보육시설","일반의원","한의원","치과의원","예체능학원","외국어학원","입시보습학원","호프간이주점","커피음료","제과점","치킨집","패스트푸드점","분식집","양식집","일식집","중국집","한식음식점"
"1604",1606,482011096,107870472,241845287,72899608,575588425,40008332,136391049,11962655,58393070,2232860668,779114740,1666667,494284910,8713116,280278213,173015710,11657951,423984910,187553790,327452744,53818278,111619977,182852953,43202244,755710082,168656170,639764408,89036284,51133929,285098238,901003303,630371308,546129088,235633371,613895421,1024043824,693828005,979870540,322124090,4412376413
"1605",1607,526309433,115229293,482476753,86136686,752778243,290289432,509725753,28383614,75088084,5290820934,3098864613,31937107,598291298,149861967,843614790,224463166,11657951,652336602,173951367,291410042,72464430,170777590,206634472,185613807,789394235,163072524,536954857,195554015,129215521,429629610,1139923881,1039873200,1510547976,518377094,1357013756,1612396145,1430111029,1601664310,1017292634,7752245253
"1608",1610,629961216,388907697,896432436,138974302,1082515867,176027660,602620545,37678670,92360486,2065909962,6737467730,12532407,717983239,111186943,2275898,181542006,84989033,1297816967,442256372,123375277,105334816,699006283,523638027,775012388,2010174974,654493851,1154377626,1404882487,243589094,1614501130,1708985037,939935694,670099823,775940056,633280224,1112190285,745627754,2183623075,644865927,9229901357
"1609",1611,310023392,312684255,442897750,30457324,386418869,127655934,389917400,8857453,52373968,895241523,4633716655,7237093,372112384,84817078,2275898,93496605,27288195,451901366,193593987,89561314,31231510,323927159,374488664,295465678,792501528,211326095,736110667,401630670,152085673,268830818,587463517,354852579,334538508,411385752,232431214,518887223,178495358,600844375,315699717,2960791603
"1610",1612,351440044,325459834,563251007,36282772,427612017,243923059,536544534,9418602,52373968,1041193839,4732015726,7237093,513492025,130907476,2275898,96347771,27288195,535132487,197772964,117930997,32509210,341560275,463647087,454845269,1042345383,250273005,893759171,644632293,169805751,519648430,696179603,391028526,386910032,489842611,330355271,607921822,207968951,838486889,407532078,3836609624
"1611",1613,412789009,257621537,520084174,120272261,890168988,164653779,465529382,33883780,67960838,1556120508,4541496429,12532407,646586609,69277884,2275898,114815701,53645039,1001758237,372615515,25473010,76865131,416169138,421874985,536363149,1466664486,443148530,509716622,928955348,185483469,998803567,1230058278,674577035,381344494,450461093,429247930,801790697,563311934,1419770362,484464844,5825727792
"1613",1615,340023261,97127187,1422135441,44496369,212096938,79747657,124355554,1281836,186443549,2278149088,2019065525,12210974,347962040,52227061,89737406,103871544,59063587,100920641,409928189,104552975,15430200,106862086,162064684,70871858,7865395256,133899891,399692126,64931286,579134031,240191527,672526235,555103300,846950719,209531608,220807374,334206730,1704093408,771499502,477847157,4648307185
"1614",1616,340023261,97127187,1422135441,44496369,212260498,79747657,124355554,112392947,186443549,2415659726,2019065525,12210974,406514366,52227061,89737406,108608714,59063587,103097385,482278491,104552975,15430200,106862086,108330596,70871858,7865395256,133899891,399692126,67745657,664706235,240191527,701279535,561303300,846950719,209531608,220807374,342710667,1816195182,911492302,477847157,5194923865
"1615",1617,317952635,97127187,1422135441,162608859,565345577,75665274,120480554,112251578,186443549,2268828113,1795133184,12210974,390316255,54972967,89737406,120241427,76421302,153667746,484282447,104552975,15430200,106862086,94964884,70871858,7842371618,83941165,399692126,24772603,90258367,240191527,701279535,717670613,845392736,217772820,150046212,384390457,2031593192,954912321,411735580,5728956320
"1618",1620,62751352,5271803,216847278,6240322,134127224,50992021,89406183,4666667,4355856,406819468,2042261714,37144990,164268485,125795611,4405594,172939479,4484924,228611212,415343102,42399019,1295879,48442266,91517500,154027075,214078550,45006482,212688455,221379724,305353635,300151313,124664955,319707959,309427024,117139470,150283237,196260518,368487715,191564972,238312060,1388332775
"1621",1623,159083308,20114904,132936120,960909,185834510,115614391,113513392,14688978,2979992,362906803,1233374370,20016576,170486680,41838618,4472020,6857356,280108,75572125,19362579,8388501,4266459,39332822,144350745,302746872,225894193,60613256,206970365,164531788,37773501,95678624,107811462,105719049,90702878,130985970,129362853,85413332,13564697,72471250,133779129,1002931868
"1625",1627,171363266,38892734,622605950,80577856,933361539,239322681,265358319,27317501,47847769,1564387607,3552928788,81686883,3012585652,113253570,158956021,86174745,37690537,303934383,223808583,424890999,18593228,180208712,1703602524,529560346,3664919951,299996127,531602750,436216609,382074368,754556773,526376099,284070465,172764821,360879315,310620242,633617080,116442176,314510123,271486633,3841299811
"1626",1628,762161337,35884364,696207153,284783101,1452195614,90544050,62066435,74724908,8909152,2114886840,2401848588,39958671,355785254,28736257,533524921,325327142,98631969,642435831,349878395,45599784,63532952,886093235,217947037,319002620,2214205329,337787946,1693277870,228769194,8472236,168647436,1613699075,667395168,1036996707,353705467,790661450,830562029,944485673,1100644932,410865752,7000970331
"1627",1629,593538271,36805506,943838423,267315047,1722992309,401335185,413096674,56869736,96919469,1875439378,6044303091,33875582,587876066,95314318,337630642,218595182,103292386,477446122,233842203,20759798,56263591,975545346,591448861,538672817,5307006565,370681750,908013475,327121585,55147998,259620277,1515290714,649179909,942776977,507181261,888045310,748326726,948123289,1425347099,452299500,6482107413
"1628",1630,810244841,35884364,782148719,492848156,1623659733,170538070,82639366,74769156,74349257,2386783223,2828243011,47690076,593265953,48483808,578364532,365240470,102708531,806805554,349878395,45599784,82082406,1012838669,472432120,376793113,2263147201,391759772,1752498847,232233761,8472236,171525134,2088384700,808854880,1094352282,507352293,837041781,1078849309,996579833,1577211915,507958769,8929202065
"1629",1631,838559723,36805506,1281404820,335027569,2014423600,457015755,497204063,75900098,97488189,2700060555,6830288452,43934531,647302732,97291519,499316785,354296888,105210153,766730060,372768904,20759798,84510108,1134889642,645050107,632521555,6033653099,458119057,1812345342,331461631,35954200,259620277,2306140376,832233433,1200930926,711516784,978216228,1060947309,1062619627,1875808048,649443394,9152805578
"1630",1632,744375753,28280853,922336396,289198516,1417456910,215602842,135164147,74747450,68515371,2004057288,2665479998,11326082,228008806,69832062,499316785,329351351,100300411,640614624,349878395,20759798,66870458,990762296,455608221,249884643,1956402477,364499220,1634106641,205866858,3298969,120296766,1929949126,677324956,1072363027,500575909,673096199,760927224,954093187,1452244433,465284609,7210808065
"1631",1633,771316335,97024869,853224403,503803034,1522618128,224941326,234193526,89423140,94107041,2239254149,2922178796,29361247,420118576,55586471,533036613,347055176,111626894,818727173,381106086,20759798,84421808,1088148859,384962924,286451416,2860050291,357734305,1954667882,248468323,27715385,171995863,2220959475,749484614,1147705270,589976311,755910306,831202558,1043904661,1979285640,558590508,8041586732
"1632",1634,505272851,48622919,873947912,259738170,1525513911,288296555,214098906,57023024,97678948,1468500837,2642292369,24581229,536052984,97193189,165107463,215051533,23452695,451946575,249684680,20759798,65375003,945926573,736180094,317464580,5735772706,259648685,966108663,217876312,41137944,208633330,1647341076,484495132,681577787,576669637,633623918,559739824,840667167,1790992875,501291353,6446658091
"1633",1635,331456015,158309603,937564764,127947668,913576339,260473889,299890948,65930197,187303819,2058735149,5579219698,97539361,3462954738,81519604,603159396,76483282,18434164,337319696,286817825,93227791,49108263,297964985,2011896427,331973322,1337440353,266129119,396660221,188289223,55839258,115407604,645322625,681311354,224877813,381958466,364257479,526596427,266917957,1558848577,408622655,6290719348
"1634",1636,573363870,96450876,954080708,283859705,1733583878,319552679,283066009,69976393,102048831,1848173473,3249921933,37165240,580289868,99035620,190949199,243975973,57698200,558485762,270149018,20759798,77547503,1049650013,743662296,486720724,5911085933,259648685,1151086692,383079742,59814867,284996526,2085748549,709063917,936975026,659618810,803700315,700233613,1017725100,2011197677,519744938,7863668539
"1635",1637,113853598,259653238,500782830,33328746,388180375,271031085,422406181,21093323,94247040,947150131,2936182517,31857247,513615523,51996332,87586325,77894599,12921989,365749109,56695767,26022382,33562189,257252503,460314255,456119082,1133313826,164438226,421279341,408806071,23061538,247223042,396787889,196114260,275300559,438180104,178851982,233679710,240122987,807041401,274336694,3034847580
"1636",1638,51145569,204063518,357210658,18912490,258814375,110757434,240386898,15652509,27804437,468116716,1879278921,31755206,383300322,12361334,68741945,39518063,6349789,205141609,47931369,26022382,10172313,138017303,174089228,263532966,461637385,87788692,327621217,262585554,23061538,154566333,236962775,86993928,178807053,174456067,169828286,102011750,139439223,380705883,139628291,1414210744
"1637",1639,117885753,245236770,373836789,24669639,379020490,299496242,380338202,16752238,102693647,875535188,2743355312,32299725,523668206,20431198,86908473,70007581,7478980,316622856,45892360,26022382,31760072,229790285,459038483,352086286,991736495,169504372,374823441,302091267,25852236,215489321,375042013,129324745,155315033,306031226,241572819,211824663,247607437,743709746,210137475,2779232403
"1638",1640,119273584,388931227,414967787,34302563,406798860,312118495,421418780,20366212,113454087,1293839958,3519950342,32299725,557072322,29167552,87939624,72699532,16328976,383037260,60676096,26022382,31760072,254723061,510049008,409294419,996710885,248608170,374823441,349364125,83077969,245549457,513500970,338489322,227393457,418135915,334394838,315683053,440804651,894805955,335480230,3467862399
"1639",1641,75552275,29825475,289133304,30529329,557929504,188082644,181467020,4598523,42772297,946075645,2603325549,56145022,1228508096,76841413,38365981,19808135,10527618,162087277,118305521,359163367,7490135,106360160,384275614,381995720,262899740,71906101,169228294,257465127,192181473,531167783,324154266,174165758,88570506,210038805,225963113,186829296,86734976,231961011,191986689,1733067054
"1640",1642,203130701,26127637,376496261,76979222,694251963,204460751,224084899,14612756,36286762,1315864182,2528497627,56145022,706865431,56367524,287213990,60915303,21522945,294374159,218309198,67950796,28806900,174224950,378241646,255995829,287708139,67212504,152593076,234845885,191125572,513451718,466884765,530706823,74328550,273442656,303613764,465808189,206373294,1065657455,284946805,3864432145
"1641",1643,473502775,102981425,738346360,97574118,1460455161,236716749,308776009,25061127,44236544,2054131771,3427956960,56145022,1310089286,103933332,432019065,133895385,48130201,472248454,436388092,406796935,44668956,262970788,693081407,473658567,2010794550,228395561,580751538,423898794,496483470,799774609,744508244,806583713,257557332,404800280,525023665,742399916,245561314,1944329764,362341444,6653598676
"1642",1644,319197877,43464308,583632116,181279217,1019929884,145583922,203581106,33433251,179555598,1170903412,1481040916,44250735,538981631,71626341,240625602,78142223,39535656,288524524,250163009,400152446,34822120,160193022,411027970,243997138,1685234608,178558173,503992375,663614828,609586563,1267730617,457946101,411930709,228464073,202905483,366870895,573991533,135769248,962464037,252128386,3565374201
"1644",1646,369972399,128199879,752771293,189092292,1142849593,171541792,355847880,39247744,183629142,1584018537,2962279893,44250735,841117338,101947989,250617118,136088566,52555870,405755077,297743829,442713236,44016250,223804630,552723597,344778766,1917678864,241915750,672284671,952785711,651274933,1490511745,594201003,543620544,413945505,279118327,459516049,708716678,206464876,1224581526,492917944,4712303809
"1645",1647,98814874,159437678,284860163,186928092,258342272,175476992,265678181,29221674,128229587,665275942,1828480241,14142857,549664984,58917979,49375906,66779656,15979671,185831516,62047431,46917557,17004380,107656483,179001383,258936790,313984162,65896548,290950588,552624705,61050688,473729819,196430220,189838027,263146175,139397153,92645154,313810916,125976846,290739039,336037003,2124561043
"1646",1648,290309374,129355948,345705606,63699433,115721360,158650624,74356970,44725923,128701325,1233193986,1822407243,32171411,216322045,69745606,45637228,347555167,1158992,362224084,78660108,11504854,19480807,354323368,199929655,339798754,486140033,172675746,425662997,426524127,111476791,402281599,738313935,343004076,237377413,381782812,243196879,200384561,357196032,755263628,96012477,2734680297
