"","상권_코드","화장품","문구점","약국","패션잡화","의류점","과일채소","정육점","휴대폰","컴퓨터판매수리","편의점","슈퍼마켓","자동차미용","자동차수리","세탁소","여관업","피부관리실","네일숍","미용실","헬스클럽","골프연습장","당구장","노래방","인테리어","보육시설","일반의원","한의원","치과의원","예체능학원","외국어학원","입시보습학원","호프간이주점","커피음료","제과점","치킨집","패스트푸드점","분식집","양식집","일식집","중국집","한식음식점"
"350",350,427035700,157516269,767959528,91173948,1223448769,904719901,581935714,34859934,56604252,970069618,1681920018,120741800,163999091,20221517,189631567,67103576,20746777,440119567,22638219,35156437,33390003,234312302,410754653,352254743,1699802182,203633419,857283612,339472892,17779447,220216414,366496496,261255363,278575112,185338260,329893968,462180790,107057469,804440486,151573827,3055490321
"351",351,640088242,72566516,714567280,297234281,1505758481,750811265,474804391,35170965,64644603,1664843097,2210967374,133526265,298280923,56453453,647133659,180639715,21674361,613177679,39670840,59996423,30593855,164186543,440041142,233408723,1768272577,273760000,1436376865,93694816,2307692,71523538,398797846,318514105,278026752,125005490,87769988,573753986,224614677,757849590,421295757,4426491599
"352",352,833449872,223507311,1320979929,330635104,2106379211,1020104883,657893540,62375729,86766230,3008142031,3639423696,149234315,613279590,73144662,750869706,243447524,113653323,1040018866,251668897,80756221,82151991,473107930,750376136,626633812,3282546207,446768271,2439688507,566667157,22952714,316289039,1082056813,821155855,910552506,410249378,799726421,1090341547,590233533,1656863629,594740011,7771437160
"353",353,897896568,49819136,906693599,421392980,1636518789,378042037,493403930,42986993,68065311,2367348609,2890714018,21665543,249334341,64402968,856129398,293078411,102951263,694653023,332504871,59996423,87060144,351506312,482241578,335985065,1959202026,323958324,2066732973,139881781,30730770,64942618,1900849645,784142795,690120212,359981159,692342343,869544731,948849593,1558596568,730332844,7690431857
"354",354,740603078,20936743,832606470,470958040,1311736458,179088066,162357172,32517696,76867478,2123536485,2487024535,17800086,204937343,67530066,638596333,303069892,103497121,734224478,366627408,24839986,86870506,868405628,236683917,147237244,2340669922,304431373,1935935825,107892526,9038462,142129885,1990009227,764635461,1067696664,369252123,613862191,859325821,1048644582,1852162885,684073343,8071913416
"355",355,433419491,87990459,848879071,348393671,971818280,242397655,160527137,40918794,16003723,1207749460,2047451044,12088615,397278565,21790844,337346740,158545833,40017021,663931505,154804442,9250256,50058733,245184881,236799786,160668279,3730537949,436169350,1127094935,367851465,259328125,146067603,1079929315,512556720,458823632,191741368,480523772,291258373,1306076522,1361639077,337090421,5243657163
"356",356,483170293,40058133,739235420,259505612,1208454432,274407908,175642874,57023024,97678948,1324452010,1660706518,20922671,489479590,38297503,173042989,197269466,41476738,349771184,221715047,20759798,49039244,945557167,718741464,162964805,4406504826,256150736,956045420,159466405,1459854,129877187,1410903321,442199871,677524354,424443805,573243270,574828172,946843508,1431404787,367823019,5757123441
"358",358,258048730,227781737,275069167,224544824,555565418,51059211,162027030,36931623,820545149,782806975,2040343133,10210276,340027339,54605446,44813100,57121143,36225072,316166099,144063557,16432580,28238803,179531339,773929681,247426996,722745049,186054868,534772792,350227662,46631511,257093578,303359225,415166703,283048320,218271487,321658692,308770382,232461939,303286079,370968876,3890892791
"366",366,406151093,175277664,703692793,113119477,325609625,301848217,139020389,150223923,51429122,1726434450,1639425063,19425079,122325500,141608423,1859391079,270807852,26896932,536722051,676060097,121270223,159809599,231448585,233611444,299878638,2144929655,349376029,1405726492,597423778,415401753,449526909,1048603782,957455795,657156101,373962074,552138880,667819291,1664426970,1960998302,1349834034,7847428532
"367",367,810640570,178670138,891338105,46485765,476869717,309674880,169793566,190403139,119895608,1992924694,1726139732,19425079,122325500,105737767,2118506646,405349862,19129293,739155667,721270308,103298503,182444770,273636914,240110245,298072757,2749113159,550663884,1697932651,540839360,426660004,349483431,1194774629,1219024668,796183911,435130677,691447165,987872852,2362189102,2254820619,1316282465,9547876839
"368",368,865147615,245643082,1014065774,57278571,552020487,336016984,216371299,235063204,116144670,1886172653,2654445237,19425079,94673972,107523245,2118506646,403606415,28153961,759085652,1062449482,105574384,182444770,280836887,201725042,177442353,3327444475,574413137,1744363254,410613716,367391236,212426668,1502640745,1363450049,906654535,450858444,711647357,1109686212,2505871048,2719708011,1507720218,11161090682
"375",375,433937714,153826402,628372428,781696468,1946883947,17122055,23466934,88110350,26164561,2696802648,1479493824,28354597,47770938,116011299,61404911,206245480,50043085,1908922386,154752592,153794372,93182183,708939721,367285830,34144663,586271717,95808604,511452547,392814763,6032258,55924938,5019751437,2424550032,1107085804,401962657,629932007,1389774351,6228494750,3833689792,765230138,13572231017
"376",376,272953388,12228921,298426090,105830923,401401523,439511194,359071027,5858068,192849177,814131511,1951996559,22862685,635301474,26938097,70043641,37269947,4814881,256155842,63790033,54877300,36256606,219968912,702897934,149028766,1283836279,74017216,399857451,97537091,59124640,139953659,644523142,256164303,247869191,184587362,48226656,304408344,167874501,462879957,415945894,2767081976
"377",377,406291965,364168048,687160754,115206231,442422655,300092106,235610872,10833938,276445519,1286409278,1856120244,86202646,471707517,50839446,173338143,60647280,9505037,319250876,173445616,67285241,38625302,322322373,596062530,357679142,1148510427,140071028,342158240,419062266,69646493,323303024,791920990,411579297,288576626,295816376,73899150,319933328,323619015,974393894,360944778,4282951333
"378",378,230566209,185237185,348331397,42672598,228343400,151846500,228014480,7107555,6817753,736748243,2127784011,40360654,415064127,34251653,2089881,28402265,10112056,304199505,166454468,1344086,40822672,183718019,341862906,434124839,416797182,268584249,343863682,712289484,359885961,579597874,537842376,211831642,367327815,244531001,513564188,521959074,91361056,575060108,238182421,3394262091
"379",379,181983323,176485379,295914981,42672598,186100603,97242743,173524745,7107555,8533378,551399975,1583247840,40360654,257353508,21390602,2089881,69895026,8330273,254471915,44648203,1344086,10874772,165449487,308522226,337945479,306829914,181934069,135467455,208495367,73419122,157797720,467985783,115060210,136868181,158420481,191961492,347688935,74680889,406957860,106310250,2226066510
"380",380,428048572,168644540,783063860,131206723,753005971,328106411,258824456,10908132,9067186,860222172,1653795891,53026457,254997587,60142054,181662705,126528907,6872538,456036328,155876939,28267014,14081308,231118691,356144413,271578322,2446223140,306300587,800322543,556663587,79578905,530534593,667395812,322891795,274806210,275762764,469022241,483796678,189438292,1093049858,336997175,4631314536
"381",381,200534756,188314196,328826257,51183726,227438057,110572440,215956223,11425413,9067186,719992491,2282522497,43753651,306172528,27513447,108077825,71108899,13846629,340914569,172175216,1344086,13798200,183484357,495870538,429722993,441430373,250683782,348427142,833478418,257645202,729234490,676888603,219736911,261125158,278513307,230973284,581269608,142285758,789668329,173081952,3532104995
"382",382,432788795,19522953,761440554,135631668,871043823,425037093,315523353,18090559,10213527,860802239,1791964798,51294976,221992118,58130655,196769193,134689212,3734573,408715773,163579642,28267014,24280230,237935589,347589662,281178546,2438068620,297227638,744691899,589063652,79578905,519206468,702374574,354975555,186837967,282579776,501798504,472176630,210556153,1225922914,519131334,5034874934
"383",383,154545653,28275953,367859016,96892553,377603829,406211482,366062730,16668232,8917828,531077024,1759280124,8154802,155356026,8196692,83592102,70580579,3734573,200619473,40921600,1344086,10984153,185087322,287503532,312497291,368901955,193541497,229525857,174714864,18099817,48802056,548483916,93723076,88754896,141738002,115181644,267325358,83825264,678491836,232765012,2784659670
"384",384,149512501,28275953,341543675,97215906,344290266,387960535,354309511,11357129,2391368,390644842,1445059365,8154802,105733404,2679059,6576899,59435821,3734573,185913144,2253411,1344086,4819535,91930704,273322488,306281198,322802627,190898686,244517257,146752844,18099817,45816981,270105362,68593843,100695011,82840936,88036905,140968351,47432786,581972355,195219586,1753157211
"385",385,150920834,29955678,341543675,72411017,320113159,392435115,354309511,11357129,2391368,469621992,1344790186,11531995,126072478,2679059,6576899,59435821,3734573,209100974,2253411,1344086,4819535,88299935,258795337,275007246,320669485,190898686,244517257,156837055,18099817,65426356,248994917,84260872,100695011,102177143,72317374,146480979,45318603,580156429,196088467,1615566841
"386",386,419853258,44628491,649918239,72980323,738018812,407075474,531625879,18539556,34390086,741486161,1592160441,6845464,407927979,10581858,80656806,110737730,5362660,387330875,55524840,597933785,12539165,142844262,376300256,429408631,2309261682,200332620,680110557,215872133,18099817,167119283,341564464,279027379,173684856,190703507,186382383,257743019,161892584,850720581,466883463,2796916256
"387",387,76649834,21202678,235015579,40206140,286465296,337912829,370951434,10835872,3642238,533060031,1389292914,10222657,116300202,39730977,18062286,55175705,6960790,180250654,29541033,6067308,4008495,45137567,242992408,434727702,341560346,129255733,196474496,205019048,21162778,60517752,171476636,61424753,92854466,139583525,98011859,83310811,67685270,122673536,120322925,887944339
"388",388,98530616,21202678,369723371,40171493,281951742,362276493,430160797,27473489,106354381,748735012,3425088436,10222657,96839049,40985306,17718938,27508104,6960790,244195744,34225421,6067308,9582620,68888397,294724617,424326076,395990951,226203761,360562178,209829731,24493855,90902932,287568660,79945639,173413817,164676829,154743430,148963238,45335413,279873495,127562210,1131152216
"389",389,426590882,44628491,734925568,110814624,845746739,404285198,382942986,20272040,3537709,970760245,1583810136,8154802,387529750,43124915,212398250,111040637,5362660,381711984,68970299,28267014,20636811,166368774,424432990,380062669,2569164404,298846279,771475765,413581815,36199881,528263686,591965791,299098150,184231341,278408603,203041024,330715906,212863808,926689908,483633286,3646317804
"390",390,132272773,39090678,385151576,40171493,290658392,365448302,435865577,30102575,106354381,839435887,3631689470,10222657,117966869,41492882,37640972,30179210,15391346,278014141,34225421,8839904,12199650,97368808,301495027,626820132,451263220,226203761,380716936,291239236,34221497,139527541,289559651,102621179,173413817,172882969,157209848,172882289,70248662,327214635,144007681,1355167116
"391",391,97572574,21202678,270931523,40171493,282992204,364322724,424755392,25048903,104638756,593433295,3421557203,10222657,98837894,39515856,17718938,21485448,6960790,199217966,34225421,6067308,9582620,68888397,247862602,460633754,359677837,199670706,287924465,176162723,24493855,89338306,246414098,76460773,100491783,160609312,132007469,132334790,45093122,279873495,127562210,1090696701
"392",392,94727707,33653893,351675227,18797348,253726642,200474533,474918586,24814043,134852796,594633713,3034987336,3452467,181112791,43250677,17912012,27078545,11656773,234994733,6937799,597933785,11875786,90981300,107771375,376638410,451263220,204033002,380716936,158795992,34221497,74728931,259019994,88213521,169130202,97874368,137492057,155185433,63956728,289265791,161313442,1123989526
"393",393,102751956,13363376,209466974,9770370,221079447,70690684,260460016,34080083,114403603,609702780,2790208693,3553719,158626935,36491300,40592214,48847080,10558400,210279520,70612981,6067308,21433174,193817212,124096623,444684635,133247513,240459405,506029593,199952676,30369918,273099442,444931716,59146686,142696466,96567851,116231321,157694839,75383696,290659557,211764466,1897607856
"395",395,111931551,13363376,229636329,18587852,259861591,56703063,283546089,37185522,113152733,634026901,2456819549,3801653,154785064,7359497,303469058,61513466,45168114,273993198,73620794,6067308,23228134,248420291,175857364,442618769,721934327,240274896,523168760,210813311,30369918,267592890,667393432,181877033,142696466,168400754,81764785,168518412,58266536,431786375,260656163,2641237059
"397",397,194736383,13363376,305210868,56475980,440203880,235935831,533883842,28347770,103641964,833507143,3566755010,7821455,241269290,17799694,378758315,59496605,45549001,328985709,13241020,28339354,42036412,354999203,292615432,451032288,775306655,294426783,749824643,208582033,30369918,272118049,813618976,236332692,177191744,185219213,88905540,340785517,80359053,589239294,600185026,3365967552
"399",399,198353710,1208011,372026815,52523565,362335582,300693237,358482589,8537342,25865113,797599873,1574127751,43393719,318550191,20677961,184176054,44283038,3845954,290262859,17088935,61151122,37544310,332513852,588530288,280988090,2691194179,244745788,782739254,154214545,2e+07,70032173,829791478,140134027,214826424,201755851,50638122,338924511,93551994,454713868,779090446,3143170787
"400",400,255695343,11471900,255709372,47788289,386859140,498691027,350978389,8212233,32324077,943689061,1830587575,45969927,381461320,20677961,206856577,17451000,3845954,247807457,13836834,75961554,44802421,284936520,829385104,209281388,2346309549,216693256,808270398,114701032,25813008,51620519,846613627,123044602,143768652,120966420,70189870,318201407,90829262,477940807,762277251,2962652594
"401",401,250421584,11230070,179750561,47788289,320211658,485326897,338445163,7604761,31917297,596017070,1707434382,43624966,375111415,20677961,206856577,15326185,3845954,240595552,3007813,51235444,21080480,203479564,790748973,189739561,1541467821,145464955,324052073,106006378,12804878,42323644,524631192,98655690,82905444,76299822,35963571,215268547,90829262,291908820,663404141,1842529021
"402",402,308216483,3440982,280152912,69264288,613216304,60899547,124003996,26459847,24454760,688791724,2239958462,18783877,57492157,108085489,9535327,130214493,14062859,184686404,95205805,36865897,1153044,85947081,161685849,491371997,343614783,158381039,309145219,483484939,138627226,340861686,112320450,293586992,223773163,202921850,132336640,120143187,120341272,226598811,184796148,1357831580
"403",403,58660751,404018547,196021965,28764538,259045419,15989188,39793819,13001790,22175117,471458391,884690676,24492143,67312903,133042547,2510989,98561723,20873867,174053017,41960857,9852309,2518101,2708330,24872705,411623487,246946315,120883462,218264575,450738533,151218093,373945585,67240734,205896973,259040641,137144727,225969031,85134268,92537115,77140623,101281266,919678076
"406",406,386678686,136333587,346190631,26273965,285421438,264185319,156949506,41990420,132174259,958442129,2369918733,11178986,170265485,48488812,44180382,356930868,7751975,272026078,186101581,45539855,37349855,179873192,261775298,182112219,217187761,150308124,476953905,120569635,118177154,91925859,503447634,157449048,238575604,260603474,200080968,228824587,125626946,718495687,158095274,3514862962
"407",407,385273483,32112900,329807748,99578474,294430678,304027621,126748121,9078230,43029350,660512343,1737508463,956522,165047769,37999228,48315908,357541555,6196419,162114975,164598416,34035001,34439971,136877005,369284894,183298297,211161154,134784087,454001096,56195996,104580719,52524950,314703406,151461852,161234135,185803931,202337513,202005936,140103818,598557708,187594347,3302410196
"408",408,391503817,39070508,359398105,106719104,322537506,325668282,133496629,42156874,128127564,910807200,2310243016,11178986,250380640,39243057,65921432,372440696,6196419,300261639,182916393,34035001,39278317,239593195,549373424,196135349,295717718,242079393,511183721,95758222,131207700,116324164,554358222,219120730,224932863,248276066,210605733,304902352,146418318,910547438,189910633,4523846110
"410",410,271371161,11013583,305880524,113848223,331262973,358966042,433774316,9472971,46017659,660524687,3180248026,4485971,461139955,10425956,23765644,58813882,4762791,143025549,165894712,34035001,36304565,159325431,507145783,283974023,457855537,160951094,426221488,115728962,158392390,107245203,322651939,179768036,190741329,202943365,169479647,246367087,149074107,669586561,179862070,3224733804
"411",411,290797745,11013583,407668113,111123057,568954552,328888801,505090990,9665947,46017659,778888484,2476776785,4485971,487428735,10425956,15540593,59020846,4762791,150272884,175357675,15281151,41987007,142716582,505479450,292150048,581934804,192000753,653669604,96968835,159296024,109182703,317327279,191373161,205721628,215762821,139137943,308054385,152203140,652022481,179862070,3505163589
"416",416,245201043,117637922,414376986,24056278,242273757,139405331,170774740,6984338,28493205,797358725,1472905635,11178986,151909921,39810777,65113279,329813583,7044010,165601757,17636055,30258704,5891193,95643353,139051118,201082516,215705159,75995340,233951331,151529806,71037480,82521805,219674882,72673593,131194278,218057861,133188255,175911618,106999204,308966205,142640864,1681365366
"417",417,919978438,329346877,1317032424,249310952,607217953,645485754,673354502,20987439,46948051,1377135095,1677189840,16427433,448412659,206537722,181953768,213507086,53291878,772945979,374712221,82140487,105670853,298396922,892317848,155738191,3389075382,948872746,1989192646,435447518,463671251,565629880,1172430826,846270796,711866912,499474952,662250094,1147029974,840039769,1388473410,753130571,6255909001
"418",418,279803690,157416087,410658725,108750300,355787244,373118409,418408181,4623444,41927886,1045463505,1795574477,16986391,309190274,147653232,100652781,40005446,18111119,298316182,477982897,97691023,28983968,208449734,3265789280,262080604,1774432643,399048252,618465897,409741704,292102210,472344984,410231461,450027743,288617478,160812084,251909540,434791168,286622635,819080907,501330328,3036889592
"419",419,510277668,183816717,1154638863,110140873,671586906,432907239,408116903,18911558,107908185,1262962508,2367932735,16986391,384799474,186549158,100652781,86071482,21859585,479387128,656042044,137347252,38054707,237794622,3417122996,259455170,2254648811,469149220,799582965,590338499,410740293,807417241,466604898,763047850,584086366,190487752,319372818,638242358,610085823,946968908,646434747,3942444878
"420",420,1166480470,444396831,322530452,1101570459,7167129487,213315942,64666516,119260037,377218233,2274030202,1597269255,12553924,178835994,63461903,1076500643,233762542,5635610,1600261561,176247029,84254147,100501172,929511052,763856421,76560319,1014777884,751063377,479211582,1536727818,43581604,267956091,4100245908,2191736820,882883991,415491025,575120855,1239304722,4600279919,3939777051,1249677681,14211501195
"421",421,613617055,120686979,230183764,336362799,2063534592,58024556,44639568,39903954,48373179,1697787193,2394292830,21270956,185436311,92557245,51718619,111200831,43815575,549128383,133681726,27230715,20681471,132468179,247324288,174820752,1601211959,110153746,471833806,323283682,67709452,58186061,1248725848,1929218471,1049353708,312097291,359350514,969486058,3725971964,2346589166,1248307335,7597472635
"422",422,385481680,120686979,199555911,184539910,819461775,58024556,44639568,33616495,47732153,1454025856,1363040261,31107022,166665812,92557245,52198469,80544522,38568490,393528135,87449825,17305987,19791845,126525300,204895913,272635491,299340012,110153746,230998376,212383907,80193390,91466169,1208225322,1720509501,765096967,269052128,277332352,877837309,3528657647,1968503794,1096461786,6904015766
"423",423,364940890,149902180,205290380,176832478,579827973,58024556,14168930,26420343,48373179,1674827601,1125614346,11020492,207241492,46303182,46166108,99088190,35872426,359347222,102939819,27230715,20681471,141497050,227859145,116874486,1305425569,73522108,298391052,219664031,21318323,53672172,1203966492,1652697093,712934481,198551051,304210580,878287354,3345218577,1656859640,1184762355,6781764343
"424",424,896908667,832926518,757253097,216501410,2358389989,858666345,756701132,88824275,140701583,2397673511,3417486058,30897955,340150731,124346940,71187528,267362117,27578347,1007589759,308944266,49027951,53926866,495371153,805472963,250064024,1398977968,374621934,787158271,489804093,106587702,283918071,1111894174,1749235253,725334494,361834273,641651647,1342808773,2305538220,2243210771,924575551,9322781661
"426",426,91290125,51223696,394833841,159558616,2488253535,1020183437,100057396,30719652,32423439,1148409717,1833243970,236089248,743369551,144595107,75444442,52441024,16682559,438718626,358103808,80121604,27836931,317743744,169427228,312345137,1412039864,109600263,254390422,1803571696,539084536,397840489,275475800,444365709,333015247,292617588,483299631,404380221,361926675,313478623,513664058,3962021922
"428",428,133569901,455358527,479587767,8010902,390173405,24552239,165266741,128093203,602023368,1210491583,631829940,10522006,1596560063,109811800,94536778,65365188,7753488,168523121,72678869,12355222,29303586,244789637,543086747,200446904,456257545,130808261,254991915,248919156,69238304,247707627,448043778,515124895,249521969,252833846,270803588,444591435,700207294,554814846,568593374,4409936179
"429",429,277753727,469640753,803109691,8994426,664489184,157206906,165266741,141780250,651438804,1441833271,2894323466,39440809,1664303349,130832584,94536778,135407676,7753488,259450078,227067102,15185411,46176065,290547999,891648545,249671111,629285989,131901082,504087477,381358866,71188023,320856557,523092837,606059878,311666348,318057481,351916069,688606852,833151039,624573778,618356882,5515387366
"432",432,518693075,241145642,806473256,127573991,2071797433,314095545,404386081,39784402,58462997,1740008569,4619562960,42826923,216354607,201558259,427302477,188666344,55737502,793397825,1241304142,84195729,48752746,163130872,197764206,202287986,2525350551,175216933,1323522071,1062133104,881681738,1294246486,1007926224,680113020,1017496069,459346704,841064944,727282405,726403542,1394461893,599568136,5610409935
"433",433,911419769,351463829,814529499,288742869,2312946482,315158916,319076391,59259456,53701733,1956163815,3727812562,42826923,214447433,166946863,637073858,210246561,52745451,1121552489,1291274826,90700424,53759800,183016542,233409411,236339684,2639098608,229115817,1151993203,1449837247,963729029,1670793476,1262002876,812593259,571962563,406112763,926903373,767215670,1059164091,1499198488,621564393,6394420362
"434",434,791341727,351463829,852085087,276981503,1896221695,310310985,398254969,55909542,53566224,1971715274,4907482334,49207454,250410657,183628258,677275952,256065268,61704689,1208570646,1322908881,90700424,57956434,199825671,288742715,304781961,2623310566,201665889,1081885922,1473735851,966343451,1684808256,1271988273,788455818,771602097,396179586,789452723,767292298,1100346347,1487376450,668188096,6611318926
"435",435,783290249,390965699,673191824,276525420,2162421479,267674674,385104127,51478489,17370542,1771415008,3933166421,47092069,178366380,81348593,654712993,244299030,64081093,1211937602,1163043891,48517661,56552435,184586254,171300124,163443415,2428174338,151837445,921621672,951423073,330654359,1018296062,1369241048,977535385,856214898,452443433,751760454,987095657,1490294360,1679753366,494553709,6923982372
"436",436,259031439,71588391,396249486,131212146,663433259,96799606,137690248,29112726,55632808,938309516,2962710147,42826923,155109685,90928088,61549882,26743880,5076755,345021912,249270175,20489524,41027089,100225795,144518710,110610226,816231272,122157516,484227043,828122960,738750076,1132209169,435081484,436720271,691620376,278086223,556341087,447527423,254915220,720830397,397390584,3055429939
"438",438,148150127,68992219,494024018,75483121,145936065,99573821,225719352,9804225,37453779,711458179,2835990931,12184453,85279732,66081007,8997455,31717638,6704423,334075706,122821375,82304535,44270502,29409550,189645150,142486065,3043644684,280891726,663371352,507049854,436189942,1248507354,169134594,232545828,223434873,113753235,110665512,606568054,415004530,214559895,114162111,2612483066
"439",439,161423862,12348496,422892379,65031732,111059264,52992052,121749129,6854940,10992643,561329522,703726903,18401844,88387322,42036673,8829241,31717638,6704423,255854105,84352781,82304535,19509397,21379226,213921206,151750211,2508051835,184418379,334270739,304220863,147629511,973471372,158047545,176294835,117058577,44981352,54835512,347167542,271300384,204298847,196409383,2257984767
"440",440,226859145,23379229,566301951,86681699,323292385,140151587,77532078,25638201,38983191,708265240,420850193,12826880,151717113,43953367,245650942,88208077,6220508,307611468,189777446,82304535,22202256,36565916,245345080,242784651,3080094397,306463394,816152013,369718801,409357797,1092670903,289073270,244307014,329053702,124302037,122166893,475012100,369107216,338209381,272659943,2907206466
"441",441,125411788,26678226,422892379,65031732,110114694,52992052,85455415,6854940,12668372,627491670,670381287,18401844,167000983,42036673,6283968,30668687,6704423,253419437,84352781,82304535,17056345,21379226,222436358,96501865,2495223105,252343869,334270739,315904453,121412406,947486686,147295867,162115271,117058577,29118072,54835512,331302135,271300384,149285290,163773466,2196442472
"442",442,228095126,64596956,336570031,114279504,659254782,43348979,137690248,17996152,27443663,655827805,2593918094,2115385,281772933,79024184,105432324,21332619,4320176,298967289,267340350,38065497,7746361,66380091,130081736,94189967,523963885,114241711,462371440,459799256,476052817,431838054,391333229,386362872,675250628,217302784,507056254,387312614,263874740,451438403,204771917,2455964516
"443",443,230623618,71248554,349852950,115296958,640756580,20399606,137690248,24452120,55632808,916502316,2944121617,2115385,141016628,79436202,36537045,16181961,4320176,315522577,249270175,20489524,36609758,86761452,109578958,110610226,557741662,110766842,462371440,665014350,705098976,840649922,390205020,417361012,687328889,227453895,523251226,441935383,251151732,626505931,337865194,2788060203
"445",445,516338592,428345877,2967851158,714113235,1355607886,367860221,276684668,205394884,60070290,2445752707,2312296612,1236007,306423127,95598674,78003712,178145919,29939002,955294043,361447245,5307592,24664685,158005982,597624760,530665801,819685278,228937263,427180797,773586613,159934453,356517906,1589108173,1740900872,1035005981,657902691,954495621,1392545481,2994842483,1556019199,727169516,9475018849
"447",447,245463467,67289226,288927637,142533034,653637837,147153779,361263266,11257705,90903820,772680325,1728440965,11043595,587155319,45037720,66877639,12486822,10747192,279398963,208811494,14781513,32175043,289582268,684989489,285194105,1437709418,108145139,330031036,217114632,13598485,121948469,741151099,124526674,150602941,216532275,99077991,266792491,88377775,751455735,191039762,2575703719
"448",448,350461321,41015886,391641850,246190202,1115439663,126946336,327514242,79304226,21802830,854656480,2511559887,9334293,848399203,24948155,92760535,23759408,13525229,351413312,465383373,17092141,37813649,380978913,809961282,325420083,2126321916,149723309,412035626,257259288,13598485,109197724,849091552,296382476,169337044,289618207,325872322,380723611,324425267,958023049,198047733,3559253022
"449",449,462960659,26201681,434875561,164604539,1122377294,6798172227,267243352,79620677,290287880,1160812289,1501992078,5619048,559374527,129475444,68415142,111720991,25508112,345612175,329505568,37872731,44538458,385351576,834330699,323119713,2404743173,220708858,576295010,173800842,4393939,26637328,824774894,372477712,205962318,290709699,196474535,414354046,435816694,1721551496,242131792,3763144788
"450",450,275474996,210365692,514710684,85362801,451003198,177353710,238657235,10138397,314799077,836442616,1736805995,10727493,473444516,38214954,98550748,101141455,5259381,324145528,383418379,8365945,39284098,348350911,408867841,333303098,1091632285,229878635,329810176,359004211,25228702,193549457,462683655,178731357,176594956,310412537,269988279,274240510,217247767,645907824,217845441,3067014578
"451",451,141899693,15380124,202925042,74657745,589999477,186992558,213833215,9400626,32287453,909426338,978502935,35655551,406609306,11526636,127279093,57129166,2801707,348669183,175344979,7839150,38980579,255726898,584389408,257262959,397688183,139133118,367723499,227860225,17595055,132237338,441522563,168062740,99539231,153720338,195391367,173277525,239271767,442588399,185518867,2667712543
"452",452,188923443,73617778,496022588,71580431,626695084,260782371,292961522,12226216,23736786,836923937,1239731836,26416024,380943079,20599390,148975153,46179566,14249440,374214523,93663545,19344004,46432275,235909081,555526436,272357332,385719933,143553303,437005536,260394497,17831620,232739346,492013704,171003069,320369949,134550007,120559037,199067365,298199004,379728495,122655144,2332153504
"453",453,188916926,73617778,538017342,111771100,719399562,260947952,336319816,10920814,29433215,942009853,1316294493,26416024,375838746,54598825,148975153,26992796,21299329,426808128,115404512,7839150,40346149,237361615,569416501,311716420,456437022,140182741,409453842,269175994,17831620,218873404,534402555,293010449,320369949,212347699,132535781,273668706,366870143,543356960,200860294,2783889906
"454",454,272345199,73617778,596501526,126831023,756497351,203433984,258464320,32390342,15863943,1014388630,2170469464,17443509,449911912,53887961,131587273,41526010,48579870,420703441,184567616,62170928,36896541,226396845,516340037,279296712,462643912,152225426,636642589,286949044,18994411,277745338,603055479,254294846,295471399,273377653,133577620,411555705,254771012,897212966,166657366,3499129154
"455",455,278137573,91689796,587544404,126158378,702523170,210695795,274540370,39080061,17092442,853280915,1999479653,17816853,405550606,51582756,148025343,40708408,48579870,361798910,124128569,63346142,30057775,210574929,401709969,239038237,1063292619,137878190,599352938,254943550,18994411,275777636,581761159,273725942,287731727,260705853,133022140,411383456,253984671,787675076,140898129,3357551864
"456",456,235927609,127027472,411890302,95274569,564216295,908868558,396495640,26766229,71061695,1428473189,1659248300,34120979,794769560,156005413,226733351,158169868,12965126,456509785,466342782,76715614,35944887,306722001,490085421,311816840,2630551698,119678837,684360940,412364611,32617618,177111012,643262764,406462881,308742189,200047061,359336399,438257958,694024198,1193089463,290127148,4727885301
"457",457,463516085,26102065,579406497,136075635,733957785,342138786,364824553,41249938,80576567,1512550435,2938159450,34493435,696278736,95486162,232515710,191259558,50948733,475387327,355152013,113397498,36264544,354401466,495463801,342950774,2657976849,97176952,885084314,386362127,105639780,237455056,532324032,454733792,303253147,412665889,224012303,593653542,472455560,1518004912,335990384,5569306334
"458",458,240300857,100966841,305483483,87074376,416450360,868614187,238822519,19469359,67977284,1081944472,1367116131,24380327,630527580,108274992,26525702,136071267,16479678,345757797,373601921,50209621,26886305,263919600,375409283,249762398,1966830947,106831319,450416923,315459067,52520585,212670331,683211693,379447909,251030747,156913472,332252445,430623362,721053303,761309798,200805765,4225356837
"459",459,434431136,112668319,685995249,66604653,441613439,969088942,419020520,44710601,72115215,1419091465,3050877785,15527660,682923091,149546538,31736029,174872438,20289927,614211421,406836841,45777457,47463591,411276862,286717491,315498463,746113331,148197097,764602008,470232160,138807595,361373106,964930762,546704110,418352640,570779061,417632871,886040748,794284432,1100914043,357089998,5851065311
"460",460,442491276,153728380,636854485,59164882,429317925,969088942,422070285,44710601,72115215,1515101495,3036788236,17270360,722329160,144935906,31736029,173794007,20289927,648160889,406000021,45777457,63652998,452375049,339564114,307210546,709457463,148197097,764602008,496917273,142035941,387906890,1002701158,629110291,418352640,578287608,693271102,964540961,950750162,1110575696,338708785,6362507099
"461",461,367504725,102682803,276494701,54121212,327776338,842945568,264552415,14453745,52927761,1026170809,3231255419,15527660,592309109,137963500,26525702,119919709,29619384,383991478,410528485,66797729,28287239,297274998,221763463,333995844,567104886,143169332,552607255,336813391,79924256,307770672,696066537,295460696,282024402,183781525,354272271,418123129,677528742,790806287,250294454,4103175189
